pyname,lon,lat
g315,93.34379399999999,37.91252399999999
g315,93.343455,37.912784
g315,93.34328499999997,37.91290399999998
g315,93.34311500000003,37.91301400000003
g315,93.34289500000003,37.91314400000004
g315,93.34273500000003,37.913234000000024
g315,93.34249499999997,37.913354000000005
g315,93.34227499999997,37.91347399999999
g315,93.34204600000004,37.91360499999999
g315,93.34182599999995,37.913694999999976
g315,93.34163599999995,37.913765
g315,93.34148599999997,37.91381499999996
g315,93.341306,37.91387500000003
g315,93.34109599999995,37.913954999999994
g315,93.34078699999996,37.914055000000005
g315,93.34043699999995,37.91415500000002
g315,93.34008699999995,37.91425500000004
g315,93.33985800000002,37.914305
g315,93.33944800000002,37.91439599999998
g315,93.339098,37.91445599999997
g315,93.33868800000002,37.91452599999999
g315,93.33827900000001,37.914596
g315,93.337639,37.91470599999996
g315,93.33721999999997,37.91476700000003
g315,93.33683000000003,37.91483699999996
g315,93.33589099999996,37.915006999999996
g315,93.33487200000003,37.915218000000046
g315,93.33409199999997,37.91541799999999
g315,93.33324299999998,37.91568800000003
g315,93.33221400000002,37.91604899999997
g315,93.331675,37.916268999999964
g315,93.36072400000003,37.83153199999998
g315,93.36088400000004,37.830581999999985
g315,93.36110400000004,37.829323
g315,93.36126400000003,37.82848300000004
g315,93.36149399999996,37.827103999999984
g315,93.36191499999998,37.82494499999996
g315,93.36230500000002,37.822965
g315,93.36264499999999,37.82115599999999
g315,93.36293500000001,37.81963699999998
g315,93.36311499999998,37.81866700000001
g315,93.36330599999997,37.81757699999997
g315,93.363506,37.81647799999999
g315,93.36373600000002,37.815338
g315,93.36384599999998,37.81469799999998
g315,93.36411600000002,37.813208999999965
g315,93.36435599999999,37.81193000000001
g315,93.36495699999998,37.80871100000003
g315,93.36511699999998,37.80775100000001
g315,93.36526700000005,37.80692099999999
g315,93.36552699999997,37.80567200000003
g315,93.365567,37.805391999999955
g315,93.36568799999998,37.804631999999955
g315,93.36590799999996,37.803483000000014
g315,93.366108,37.802512999999955
g315,93.36630800000003,37.80141299999998
g315,93.36642800000001,37.800713999999964
g315,93.36658800000001,37.799744
g315,93.36671800000002,37.798954
g315,93.36704899999997,37.79725500000002
g315,93.36721899999999,37.796374999999955
g315,93.36742899999996,37.79529600000003
g315,93.367629,37.79416599999997
g315,93.36819899999999,37.79119699999998
g315,93.36827900000003,37.790697
g315,93.36837000000001,37.79026800000003
g315,93.36851999999999,37.78934800000003
g315,93.36857999999998,37.78901799999999
g315,93.36868,37.788607999999996
g315,93.36882999999997,37.78815799999998
g315,93.36897000000002,37.78775900000001
g315,93.36914000000004,37.78733899999998
g315,93.36929999999995,37.78703900000003
g315,93.36951999999995,37.786649
g315,93.36973999999995,37.786269000000004
g315,93.36995,37.78590999999996
g315,93.37021000000003,37.78553999999999
g315,93.37046000000001,37.785189999999986
g315,93.37072000000003,37.78486000000004
g315,93.37103000000002,37.784501
g315,93.371281,37.78424099999998
g315,93.37162099999998,37.78392099999997
g315,93.37203099999996,37.78356200000002
g315,93.37240100000002,37.78326199999998
g315,93.372741,37.78300199999996
g315,93.37311099999998,37.78268200000004
g315,93.37336099999997,37.78245300000001
g315,93.36035299999998,37.83348100000004
g315,93.36015300000004,37.83462100000004
g315,93.359853,37.836220000000004
g315,93.35973300000002,37.83689999999996
g315,93.35956299999998,37.83787000000001
g315,93.35937299999998,37.83898899999996
g315,93.35885200000004,37.84168799999999
g315,93.35877199999999,37.84204800000002
g315,93.35800199999997,37.846107000000046
g315,93.357852,37.846916000000014
g315,93.35780200000002,37.84720600000003
g315,93.35751100000002,37.848816000000014
g315,93.35740099999998,37.849315000000004
g315,93.35721099999998,37.850235000000005
g315,93.35691100000003,37.851834999999966
g315,93.35668100000001,37.85307399999998
g315,93.35654099999996,37.85386399999997
g315,93.35632099999997,37.855113000000024
g315,93.35622999999998,37.85563299999997
g315,93.35615000000003,37.856112999999986
g315,93.35501899999997,37.862161
g315,93.35476899999999,37.86340000000002
g315,93.35406899999998,37.86722900000002
g315,93.35371899999997,37.86916799999996
g315,93.35331800000002,37.87122699999997
g315,93.353188,37.87183699999999
g315,93.35308799999999,37.87251700000003
g315,93.35281800000003,37.87399600000002
g315,93.352678,37.87469600000003
g315,93.35254799999998,37.87542600000003
g315,93.35232799999999,37.876525000000015
g315,93.352167,37.877445000000016
g315,93.35199699999995,37.87838499999999
g315,93.35187699999997,37.87903400000004
g315,93.35170700000003,37.879884000000025
g315,93.35163700000001,37.880224
g315,93.35146699999999,37.88100399999997
g315,93.35095699999997,37.88360299999998
g315,93.35076599999998,37.88464199999997
g315,93.35069599999996,37.88505199999997
g315,93.35051599999998,37.88593200000004
g315,93.35012599999996,37.887930999999966
g315,93.35002600000004,37.888570999999985
g315,93.34997599999998,37.88893100000002
g315,93.34982600000001,37.88972999999996
g315,93.34976600000002,37.890149999999984
g315,93.34962499999999,37.89092000000001
g315,93.34946499999998,37.89183900000002
g315,93.349375,37.892388999999966
g315,93.34929500000004,37.89283899999998
g315,93.34905499999999,37.894168999999984
g315,93.34886499999999,37.89506800000002
g315,93.34872500000003,37.89579800000003
g315,93.34859500000003,37.896398000000026
g315,93.34846500000002,37.897147000000004
g315,93.34838399999998,37.897606999999965
g315,93.34806399999997,37.899377000000044
g315,93.34793399999995,37.900126000000014
g315,93.347854,37.900516000000046
g315,93.34777400000004,37.900946000000005
g315,93.34774400000005,37.90130600000004
g315,93.34769399999999,37.901625999999965
g315,93.34766400000001,37.901956
g315,93.34759399999999,37.90235599999997
g315,93.34755399999996,37.90256600000002
g315,93.34743399999998,37.90305499999998
g315,93.34730399999997,37.903665000000004
g315,93.34718399999998,37.904435000000035
g315,93.34714399999996,37.90477500000001
g315,93.347064,37.905104999999956
g315,93.34696399999999,37.90542399999997
g315,93.34685399999995,37.90577399999998
g315,93.34681400000002,37.90592400000004
g315,93.346744,37.906274000000046
g315,93.34667399999998,37.906704000000005
g315,93.34664399999998,37.906924000000004
g315,93.34661399999999,37.90725400000004
g315,93.34659400000002,37.90750400000003
g315,93.52647499999998,37.696377999999996
g315,93.52685599999997,37.69642900000004
g315,93.52725600000002,37.69649899999997
g315,93.52764600000005,37.69656899999998
g315,93.50230700000003,37.70690099999999
g315,93.50567999999996,37.70509299999996
g315,93.50756099999998,37.70404500000002
g315,93.51005300000003,37.702777000000005
g315,93.512455,37.701757999999984
g315,93.51262500000003,37.70167900000001
g315,93.51292499999998,37.70155900000003
g315,93.51309500000002,37.70147899999999
g315,93.51338500000003,37.70134899999998
g315,93.51351600000004,37.70128899999999
g315,93.51371599999997,37.701209000000034
g315,93.51393599999997,37.701118999999956
g315,93.51419599999998,37.70099000000003
g315,93.51447599999997,37.70086999999996
g315,93.514736,37.70074000000004
g315,93.51498699999998,37.70061999999997
g315,93.51522700000002,37.70048999999996
g315,93.51547700000002,37.700351000000005
g315,93.51573700000003,37.70020100000003
g315,93.51596699999997,37.700080999999955
g315,93.51623800000002,37.699921000000046
g315,93.51651799999999,37.699751000000006
g315,93.51679799999998,37.699591999999996
g315,93.51713799999996,37.69938200000003
g315,93.51742799999997,37.699212
g315,93.517729,37.69903200000003
g315,93.51823900000002,37.698723000000044
g315,93.51878899999997,37.69838299999998
g315,93.51935000000002,37.698043999999996
g315,93.51988,37.69772399999998
g315,93.52028999999999,37.69750399999999
g315,93.52059100000002,37.69734499999998
g315,93.52061099999999,37.69733500000004
g315,93.52091100000004,37.697205000000025
g315,93.52120100000005,37.69708499999996
g315,93.52152099999996,37.69695500000004
g315,93.52176200000001,37.69686499999996
g315,93.52208200000003,37.69675600000001
g315,93.52256200000004,37.69663600000003
g315,93.522832,37.69661599999996
g315,93.523313,37.69652599999998
g315,93.52378299999998,37.696466999999984
g315,93.524234,37.696406999999994
g315,93.52477400000001,37.69636699999997
g315,93.52507400000005,37.696358000000025
g315,93.525594,37.69633799999997
g315,93.52593499999996,37.69633799999997
g315,93.52617500000002,37.696358000000025
g315,93.52623500000001,37.696358000000025
g315,93.528997,37.69684999999997
g315,93.53066899999997,37.697200999999964
g315,93.53150900000001,37.697341
g315,93.53305099999997,37.69768199999997
g315,93.53463200000004,37.698013
g315,93.53550299999999,37.69819399999997
g315,93.53637300000003,37.69835399999997
g315,93.53706400000002,37.69849400000001
g315,93.53859500000003,37.69881500000001
g315,93.53921499999998,37.69893599999999
g315,93.54002600000004,37.69910600000002
g315,93.541597,37.699457000000024
g315,93.54229799999999,37.69959699999997
g315,93.54382900000002,37.699898000000005
g315,93.54530999999999,37.700229000000036
g315,93.54664199999998,37.700570000000006
g315,93.54762199999996,37.70086999999996
g315,93.54854299999997,37.701170999999995
g315,93.54958400000004,37.70153100000003
g315,93.55012400000004,37.70174199999999
g315,93.55101500000004,37.70208199999996
g315,93.551796,37.70239300000003
g315,93.55248599999999,37.70268300000004
g315,93.553447,37.70305400000001
g315,93.55416799999998,37.703334
g315,93.55500800000002,37.703654
g315,93.55591899999999,37.70402499999997
g315,93.55679999999997,37.704385
g315,93.55759100000004,37.70469599999998
g315,93.558461,37.70503600000004
g315,93.55889200000004,37.705175999999994
g315,93.55977200000002,37.70551699999996
g315,93.56015300000001,37.70566700000003
g315,93.56092300000005,37.705977000000004
g315,93.56159399999996,37.70624799999996
g315,93.56244500000003,37.70653799999997
g315,93.562845,37.70667800000001
g315,93.56351500000001,37.706888999999975
g315,93.56424600000001,37.70710899999997
g315,93.56502699999997,37.70732000000002
g315,93.56654799999997,37.70773000000001
g315,93.56730899999997,37.707901000000035
g315,93.56808900000001,37.70807099999998
g315,93.56835899999997,37.708121000000034
g315,93.56894,37.70824200000001
g315,93.56927000000003,37.708361999999994
g315,93.56959000000003,37.708492
g315,93.57034100000001,37.708813000000006
g315,93.57065099999998,37.70897300000001
g315,93.57116199999999,37.70920300000003
g315,93.57135199999999,37.70929300000002
g315,93.57168200000002,37.70946299999996
g315,93.57195199999998,37.70958300000003
g315,93.57239299999998,37.70974400000003
g315,93.57274299999997,37.70985399999998
g315,93.57349400000003,37.71003400000004
g315,93.573864,37.71009400000003
g315,93.574244,37.710155000000015
g315,93.57498500000003,37.71020499999998
g315,93.575705,37.71019600000004
g315,93.575895,37.71018600000001
g315,93.57649599999999,37.710166000000044
g315,93.57779699999999,37.71009700000002
g315,93.57875800000001,37.710027
g315,93.579228,37.71001799999996
g315,93.58060899999995,37.70995899999997
g315,93.58185999999999,37.709909
g315,93.58327100000002,37.70985
g315,93.58480199999997,37.709771000000046
g315,93.58609300000002,37.709721999999985
g315,93.58721400000005,37.70965299999996
g315,93.58811499999999,37.70959299999997
g315,93.58860500000003,37.70958400000002
g315,93.58891600000001,37.70959399999997
g315,93.589326,37.70959399999997
g315,93.58944599999998,37.70960399999999
g315,93.59032700000004,37.70966499999997
g315,93.59066700000002,37.70969499999997
g315,93.59154799999999,37.70980500000002
g315,93.59270899999996,37.709946000000045
g315,93.59342900000001,37.710027
g315,93.59393,37.710076999999956
g315,93.59515100000004,37.71021799999999
g315,93.59591100000003,37.71029800000004
g315,93.59634199999999,37.71033799999997
g315,93.59713199999999,37.71042900000004
g315,93.59774300000001,37.71048900000003
g315,93.59825300000001,37.71049899999997
g315,93.59877299999997,37.71049999999997
g315,93.59919399999998,37.71046999999997
g315,93.599614,37.710420000000006
g315,93.60035500000004,37.71031099999996
g315,93.60084499999998,37.710201000000005
g315,93.60146600000003,37.710061999999965
g315,93.60236599999998,37.70983200000003
g315,93.60384700000003,37.70948300000002
g315,93.60514800000003,37.70917400000003
g315,93.60553899999996,37.709074000000015
g315,93.60683000000003,37.70877499999997
g315,93.60798099999995,37.708495999999975
g315,93.60891099999999,37.70830699999997
g315,93.60915200000004,37.708257
g315,93.60948199999999,37.70818699999999
g315,93.609902,37.70808699999998
g315,93.61028200000001,37.70795799999996
g315,93.61100299999998,37.707668000000034
g315,93.61135299999998,37.707517999999965
g315,93.611673,37.70733899999999
g315,93.61207400000004,37.70709900000003
g315,93.61238400000002,37.70687900000003
g315,93.61287399999998,37.70652
g315,93.61328499999996,37.706220000000044
g315,93.61338499999998,37.70615000000002
g315,93.61401499999997,37.70568000000004
g315,93.61463500000002,37.70522099999998
g315,93.61499600000005,37.70496099999997
g315,93.615326,37.704751
g315,93.61613700000004,37.70425200000001
g315,93.61743800000004,37.703553
g315,93.61861799999997,37.70294399999997
g315,93.61977900000002,37.70230500000003
g315,93.62099999999997,37.70165599999998
g315,93.62218099999998,37.70101700000004
g315,93.62354199999997,37.700308
g315,93.62464300000003,37.69969899999997
g315,93.62517300000002,37.699418999999985
g315,93.625744,37.69912899999997
g315,93.62626400000005,37.698879999999974
g315,93.62732499999998,37.69842100000001
g315,93.62851600000003,37.697941
g315,93.62957699999998,37.697531999999995
g315,93.63011699999998,37.697323000000026
g315,93.63105800000004,37.696973000000014
g315,93.63152800000003,37.696773999999984
g315,93.63220799999998,37.696444000000035
g315,93.632789,37.696085
g315,93.63464999999997,37.694785999999986
g315,93.63576099999997,37.69400700000001
g315,93.63693200000004,37.693207999999984
g315,93.63800300000003,37.69245900000001
g315,93.63918300000005,37.69162999999998
g315,93.64012400000001,37.69095000000003
g315,93.64074499999997,37.690520999999976
g315,93.64111500000003,37.69028100000001
g315,93.64216600000003,37.689701999999976
g315,93.64346700000003,37.68902300000002
g315,93.64466800000001,37.68845400000001
g315,93.64575799999996,37.687974999999994
g315,93.64703899999999,37.68740599999998
g315,93.64831,37.686826000000046
g315,93.64995099999997,37.68607799999997
g315,93.650342,37.685908000000026
g315,93.651042,37.685628000000044
g315,93.65213300000003,37.68516899999999
g315,93.65257300000002,37.68496000000002
g315,93.65310399999998,37.68465999999998
g315,93.65348399999999,37.68445000000001
g315,93.65417499999997,37.68400099999998
g315,93.65564599999999,37.682991999999985
g315,93.65693699999997,37.682142999999996
g315,93.65796700000001,37.68147399999998
g315,93.65870800000005,37.680984000000024
g315,93.65934799999997,37.68063500000001
g315,93.66019900000003,37.680236000000036
g315,93.66075900000001,37.679976000000025
g315,93.66131999999998,37.67972600000003
g315,93.66187000000001,37.679477000000034
g315,93.66262099999997,37.67908700000001
g315,93.66285099999999,37.67897699999996
g315,93.66331099999995,37.67869799999997
g315,93.66388200000003,37.67830800000003
g315,93.66435200000002,37.677949
g315,93.66515300000003,37.67723899999996
g315,93.66538299999998,37.67705999999998
g315,93.66565300000002,37.67688000000001
g315,93.66609300000002,37.67666000000001
g315,93.66716399999999,37.67619100000002
g315,93.66756400000004,37.67601099999996
g315,93.66874499999997,37.67553200000003
g315,93.66921600000003,37.675302
g315,93.669836,37.67504299999998
g315,93.67089700000004,37.67457399999999
g315,93.67204799999996,37.67411400000003
g315,93.673299,37.673554999999965
g315,93.67411899999999,37.67316600000002
g315,93.67480000000003,37.672786000000016
g315,93.67528000000004,37.672486999999975
g315,93.67591000000003,37.67201699999998
g315,93.67678099999998,37.67138799999999
g315,93.67732199999998,37.67098800000002
g315,93.67776199999997,37.67065899999998
g315,93.67810200000004,37.67043899999999
g315,93.67865299999997,37.67013
g315,93.67918300000004,37.66989999999997
g315,93.67950299999995,37.669769999999964
g315,93.68021399999999,37.66956099999999
g315,93.68087399999997,37.669340999999996
g315,93.68159500000003,37.66904200000003
g315,93.681965,37.66887200000001
g315,93.68228500000001,37.668692000000036
g315,93.68289600000003,37.66828300000003
g315,93.68384600000003,37.66759299999996
g315,93.68441700000002,37.66719399999999
g315,93.68487699999999,37.66686400000004
g315,93.68536800000001,37.666534999999996
g315,93.68617799999998,37.665975000000024
g315,93.68672800000002,37.665605999999954
g315,93.68729900000001,37.665195999999966
g315,93.68746899999995,37.665075999999985
g315,93.68827999999999,37.664547
g315,93.68899000000003,37.66407700000001
g315,93.68940000000003,37.663777999999965
g315,93.69006100000001,37.663277999999984
g315,93.69080099999995,37.66260899999996
g315,93.69181200000003,37.66156999999997
g315,93.69271299999997,37.66065099999996
g315,93.69451400000003,37.65879199999998
g315,93.69575500000005,37.65746299999998
g315,93.696756,37.65638399999996
g315,93.69718599999996,37.65594499999996
g315,93.69790600000002,37.655165
g315,93.69911700000003,37.65375600000003
g315,93.69937699999997,37.65351699999998
g315,93.699547,37.65337700000003
g315,93.69966699999998,37.653266999999985
g315,93.70017799999998,37.65285699999999
g315,93.70066800000002,37.65250799999998
g315,93.70107800000002,37.652238000000025
g315,93.701549,37.651958000000036
g315,93.701899,37.65177899999997
g315,93.70261000000004,37.651479000000016
g315,93.70328999999998,37.65123000000002
g315,93.70371000000002,37.65111000000004
g315,93.704501,37.650940000000006
g315,93.70519199999998,37.650840999999986
g315,93.70559200000002,37.65080099999996
g315,93.706372,37.65077199999996
g315,93.70747299999996,37.650752
g315,93.70855399999996,37.650633000000006
g315,93.70924500000004,37.650503
g315,93.70963499999998,37.650414000000005
g315,93.70996500000001,37.650313999999995
g315,93.710316,37.65018399999998
g315,93.71095600000002,37.649925000000046
g315,93.711617,37.64966500000003
g315,93.71190700000002,37.64948499999997
g315,93.71216699999995,37.649295999999964
g315,93.71299799999997,37.648475999999974
g315,93.71334799999997,37.64812699999996
g315,93.71376799999999,37.647696999999994
g315,93.71430799999999,37.64714699999996
g315,93.715199,37.64626799999998
g315,93.71580900000002,37.645679
g315,93.71611999999999,37.64540899999996
g315,93.71636999999998,37.64520900000002
g315,93.71685,37.64487999999997
g315,93.71747100000005,37.64449999999998
g315,93.718021,37.644200000000026
g315,93.71836099999996,37.644041000000016
g315,93.718692,37.64390099999997
g315,93.71956200000004,37.643611999999955
g315,93.71994200000003,37.64351200000003
g315,93.72055299999997,37.64340199999999
g315,93.72124400000003,37.64329300000003
g315,93.72162400000003,37.643253
g315,93.72314500000002,37.64319400000001
g315,93.72452599999998,37.643184999999974
g315,93.72597700000004,37.643176000000025
g315,93.72866900000002,37.64312699999997
g315,93.731392,37.643098999999964
g315,93.73371300000001,37.64306000000002
g315,93.73562500000003,37.643042000000044
g315,93.737266,37.64301300000004
g315,93.73773699999998,37.64301300000004
g315,93.73832700000004,37.64298299999996
g315,93.740248,37.642844999999994
g315,93.740949,37.64277499999998
g315,93.74176999999999,37.64266600000002
g315,93.74238000000001,37.642576000000034
g315,93.743111,37.64245599999997
g315,93.74465199999997,37.64216700000003
g315,93.74573299999997,37.64190800000001
g315,93.74636299999996,37.641749
g315,93.74712400000004,37.64153900000003
g315,93.74804399999996,37.641250000000014
g315,93.74863500000001,37.641039999999954
g315,93.89668399999996,37.583094000000045
g315,93.89700399999998,37.58292400000001
g315,93.897643,37.58258400000004
g315,93.89791299999996,37.582443000000005
g315,93.898053,37.582383000000014
g315,93.898243,37.582283000000004
g315,93.89845299999996,37.582182999999986
g315,93.89872300000002,37.58204300000004
g315,93.898943,37.581943000000024
g315,93.89920300000003,37.58181300000001
g315,93.89946299999995,37.58167199999998
g315,93.89969299999998,37.581562000000034
g315,93.89991199999997,37.581451999999985
g315,93.90019199999996,37.58130200000001
g315,93.90056200000002,37.58111200000001
g315,93.90089199999997,37.580922000000015
g315,93.90106200000001,37.58083100000003
g315,93.901342,37.580690999999995
g315,93.90156199999998,37.58057100000001
g315,93.90180200000003,37.580471
g315,93.90221200000003,37.58027099999997
g315,93.90268200000003,37.58006000000001
g315,93.90293100000002,37.57994000000003
g315,93.90328100000002,37.57978000000003
g315,93.90355099999998,37.579650000000015
g315,93.90388100000001,37.57950999999998
g315,93.904131,37.57940999999997
g315,93.90442100000001,37.57927899999996
g315,93.90456099999997,37.579209000000034
g315,93.90486100000001,37.57906899999999
g315,93.90499100000002,37.579009
g315,93.90531999999997,37.57887899999999
g315,93.90548099999998,37.578819
g315,93.90560000000005,37.57875900000001
g315,93.90588999999997,37.57861799999998
g315,93.90601999999998,37.57856800000002
g315,93.90629999999997,37.578438000000006
g315,93.90638000000001,37.578397999999986
g315,93.90658000000005,37.578297999999975
g315,93.90759999999997,37.57785699999999
g315,93.90885900000005,37.577306999999955
g315,93.909409,37.577066
g315,93.90977899999996,37.57689599999996
g315,93.91002899999995,37.576805999999976
g315,93.91027900000003,37.576705999999966
g315,93.91087900000002,37.57643500000002
g315,93.91118900000001,37.576305000000005
g315,93.91265799999996,37.57568399999996
g315,93.91323799999999,37.57545400000002
g315,93.91354799999998,37.57534399999999
g315,93.91397700000003,37.57517299999996
g315,93.91466700000001,37.574873000000004
g315,93.91561700000001,37.57444199999996
g315,93.91611699999999,37.57422199999996
g315,93.916407,37.57409200000004
g315,93.917126,37.573771000000036
g315,93.918556,37.57310999999997
g315,93.91894600000003,37.57293
g315,93.919476,37.572699999999976
g315,93.92117499999998,37.571979000000006
g315,93.92173499999996,37.57173799999996
g315,93.922035,37.57160800000004
g315,93.922385,37.57143800000001
g315,93.92288399999998,37.571218000000016
g315,93.92343400000001,37.570986999999995
g315,93.92422400000001,37.57062699999996
g315,93.92543400000004,37.570106000000024
g315,93.92686299999997,37.56948499999997
g315,93.92789300000001,37.56902500000002
g315,93.928392,37.56881399999997
g315,93.92957200000002,37.56833299999996
g315,93.930162,37.56807300000003
g315,93.93109100000002,37.56766300000004
g315,93.93164099999997,37.56742199999999
g315,93.93227099999996,37.567142000000004
g315,93.93313099999997,37.56677100000004
g315,93.93455999999999,37.56616999999996
g315,93.93613000000005,37.56551900000001
g315,93.93730899999998,37.565009
g315,93.93793899999997,37.56474799999999
g315,93.93862900000005,37.56445799999997
g315,93.93942899999998,37.564117
g315,93.93978900000002,37.563957
g315,93.94013800000002,37.563796999999994
g315,93.94042800000004,37.56366699999998
g315,93.87538200000003,37.594446999999974
g315,93.87602099999995,37.594077
g315,93.877681,37.59320599999997
g315,93.88353900000001,37.59009199999997
g315,93.88453799999998,37.58954200000002
g315,93.88543800000002,37.589080999999986
g315,93.88619700000002,37.588700999999986
g315,93.88733700000002,37.588089999999966
g315,93.88806700000002,37.58770000000003
g315,93.88841700000003,37.58751899999997
g315,93.88898700000003,37.587228999999965
g315,93.88955600000003,37.58692900000001
g315,93.89002600000002,37.586667999999996
g315,93.89047600000004,37.58641800000001
g315,93.89135600000002,37.58589799999997
g315,93.89164600000004,37.585736999999966
g315,93.89187499999997,37.585616999999985
g315,93.89217500000001,37.585456999999984
g315,93.89240500000004,37.58534700000003
g315,93.89275499999995,37.585177
g315,93.89291499999996,37.58509700000004
g315,93.89363500000002,37.58471599999996
g315,93.89392500000004,37.58455600000004
g315,93.89424499999996,37.58440599999997
g315,93.89448400000002,37.58429600000002
g315,93.89475399999998,37.584154999999996
g315,93.89489400000001,37.584075000000034
g315,93.89504399999998,37.58399499999999
g315,93.89512400000004,37.58394500000003
g315,93.89549400000001,37.58374499999999
g315,93.895874,37.583535000000026
g315,93.89613400000002,37.583394999999996
g315,93.89631399999999,37.58329399999998
g315,93.749716,37.640651000000005
g315,93.751047,37.640142
g315,93.75388899999996,37.63901400000001
g315,93.75534999999996,37.638455000000036
g315,93.75661100000002,37.63797600000001
g315,93.76057400000002,37.63644899999997
g315,93.76301600000001,37.635440999999965
g315,93.76673800000003,37.633992999999975
g315,93.77367399999997,37.63125799999999
g315,93.77400400000002,37.63114800000003
g315,93.77575500000003,37.630680000000034
g315,93.77731599999996,37.63030100000003
g315,93.77858699999996,37.62998200000001
g315,93.78004900000005,37.629633
g315,93.78100899999998,37.62941300000001
g315,93.78213000000001,37.629134000000015
g315,93.78428199999999,37.628595000000004
g315,93.78579299999996,37.628187
g315,93.786984,37.62789699999998
g315,93.78852500000005,37.62749800000001
g315,93.78945599999999,37.62724900000001
g315,93.78985600000004,37.62716899999997
g315,93.79035600000003,37.62706000000001
g315,93.79077700000005,37.62700000000002
g315,93.791778,37.62693099999999
g315,93.792948,37.62689099999997
g315,93.79458000000002,37.626841999999996
g315,93.79593099999998,37.626813
g315,93.79641099999999,37.626794000000025
g315,93.79716199999996,37.62677399999997
g315,93.79856299999997,37.626735000000025
g315,93.79979400000005,37.62670600000003
g315,93.80148499999999,37.62662699999997
g315,93.80185500000005,37.62661700000004
g315,93.802256,37.62661700000004
g315,93.80346700000001,37.626588000000034
g315,93.80513799999999,37.62651900000001
